Title,Brand,Screen_Size,Rating,Price,Ram(Gb),Disk_Size_GB,Price_IDR,Cpu_Type
"Dell 2021 Inspiron 15.6"" FHD Touchscreen Laptop, AMD Ryzen 5-3450U, 8GB RAM Memory, 256GB PCIe SSD, AMD Radeon Vega 8 Graphics, Webcam, Bluetooth, Wi-Fi, HDMI, Windows 10 in S Mode",Dell,15.6,4.5,$279.00,8,256.0,4304.97,Ryzen
ASUS 2022 ROG Strix Scar G533 Gaming Laptop 15.6” 300Hz FHD Display 12th Intel i9-12900H 14-Core 32GB DDR5 1TB SSD NVIDIA GeForce RTX 3060 6GB WiFi 6E Thunderbolt RGB Backlit RJ45 Win 11 w/RATZK USB,ASUS,15.6,0.0,"$1,989.00",32,1024.0,30690.27,i9
"ASUS VivoBook Laptop (2022 Newest Model), 15.6"" FHD Touch-Screen, Intel Core i3-1115G4 Processor Up to 4.1 GHz, 20GB RAM, 512GB NVMe PCIe SSD, Fingerprint Reader, Windows 10",ASUS,15.6,4.1,$499.00,20,512.0,7699.57,i3
"ASUS ZenBook 2 in 1 15.6” FHD Touchscreen Laptop, AMD Ryzen 7 5700U, NVIDIA GeForce Graphics, 8GB DDR4 RAM, 256GB SSD, Windows 11 Home, TWE Pen, Light Grey - Q508UG",ASUS,15.6,3.6,$625.99,8,256.0,9659.0257,Ryzen
"ASUS VivoBook S 15 Slim Laptop, 15.6 inch FHD Display, AMD Ryzen 5 5600H CPU, AMD Radeon Graphics, 8GB RAM, 512GB SSD, Windows 11 Home, Fingerprint Reader, Indie Black, S3502QA-DS51",ASUS,15.6,5.0,$734.99,8,512.0,11340.8957,Ryzen
"ASUS TUF Dash 15 (2022) Gaming Laptop, 15.6” 144Hz FHD Display, Intel Core i7-12650H, GeForce RTX 3050 Ti, 16GB DDR5, 512GB SSD, Thunderbolt 4, Windows 11 Home, Off Black, FX517ZE-ES73",ASUS,15.6,4.6,"$1,099.00",16,512.0,16957.57,i7
"ASUS ROG Zephyrus G14 14"" VR Ready FHD Gaming Laptop,8cores AMD Ryzen 7 4800HS, NVIDIA GeForce GTX1650,16GB RAM,1TB PCIe SSD, Backlight, Wi-Fi 6,USB Type C,HDMI,Win10, with Accessories",ASUS,14,3.9,$979.99,16,1024.0,15121.2457,i7
"Dell Latitude 5420 Laptop - 14"" FHD IPS Display - 2.6 GHz Intel Core i5 1145G7 4-Core (11th Gen) - 8GB - 256GB SSD - Win10 Pro",Dell,14,0.0,$589.09,16,512.0,9089.6587,i5
"2022 Asus TUF Gaming A15 Laptop, 15.6'' FHD 144Hz, AMD 8-Core Ryzen 7 6800H (Beat i9-11900H), GeForce RTX 3050Ti, 16GB DDR5, 1TB PCIe SSD, HDMI, RJ45, WiFi 6, RGB, SPS HDMI 2.1 Cable, Win 11 Gray",ASUS,15.6,4.5,$899.99,16,1024.0,13886.8457,Ryzen
"ROG Zephyrus M Thin and Portable Gaming Laptop, 15.6” 240Hz FHD IPS, NVIDIA GeForce RTX 2070, Intel Core i7-9750H, 16GB DDR4 RAM, 1TB PCIe SSD, Per-key RGB, Windows 10 Home, GU502GW-AH76",ASUS,15.6,4.2,"$2,179.00",16,1024.0,33621.97,i7
"Dell Inspiron 14 5400 2 in 1 - 14 Inch FHD Touchscreen, Intel Core i7, 12GB Memory, 512GB Solid State Drive, Windows 10 Home (Latest Model)- Titan Grey",Dell,14,4.5,$749.00,12,512.0,11557.07,i7
"Dell Inspiron 16 Plus 7610 Laptop, 16.0"" 3K 16:10 Display, Intel Core i7-11800H, 64GB DDR4 RAM, 2TB SSD, Webcam, Backlit Keyboard, Fingerprint Reader, HDMI, Wi-Fi 6, Windows 11 Home",Dell,16,4.3,"$1,509.00",64,2048.0,23283.87,i7
"ASUS 2022 14"" FHD Chromebook Laptop, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Flash Memory, Backlit Keyboard, Intel Graphics, HD Webcam, Chrome OS, Silver, 32GB Snowbell USB Card",ASUS,14,2.3,$189.00,8,64.0,2916.27,Other
"ASUS ZenBook Duo UX481 14” FHD NanoEdge Bezel Touch, Intel Core i7-10510U, 8GB RAM, 512GB PCIe SSD, Innovative ScreenPad Plus, Windows 10 Home, UX481FA-DB71T, Celestial Blue",ASUS,14,4.5,"$1,249.00",8,256.0,19272.07,i7
ASUS E410 Intel Celeron N4020 4GB 128GB eMMC 14-inch HD LED Win 10 Laptop (Blue),ASUS,14,4.3,$179.99,4,128.0,2777.2457,Other
"ASUS Zenbook Pro 16 Laptop 16"" 165Hz Refresh Rate Display, Intel i7-12650H CPU, DialPad, NVidia GeForce RTX 3070 Ti Graphics, 32GB RAM, 1TB SSD, Windows 11 Home, Tech Black, UX6601ZW-DB76",ASUS,16,3.5,"$2,099.99",64,1024.0,32402.845699999994,i7
"ASUS ZenBook 13 Ultra-Slim Laptop, 13.3 OLED NanoEdge, Intel Evo Platform i5-1135G7, 8GB LPDDR4X RAM, 256GB SSD, Thunderbolt 4, Wi-Fi 6, Windows 11 Home, AI Noise-Cancellation, Pine Grey, UX325EA-DH51",ASUS,13.3,4.4,$712.80,8,256.0,10998.503999999999,i5
"ASUS VivoBook 14"" FHD 1080p Laptop, Intel Core i3-1115G4, 8GB RAM, 512GB PCIe SSD, Fingerprint Reader, Backlit Keyboard, HDMI, WiFi, Webcam, Windows 11 Home, Slate Grey",ASUS,14,4.8,$424.00,8,256.0,6542.32,i3
"ASUS VivoBook 15X OLED Laptop, 15.6"" OLED Display, AMD Ryzen 7 5800H CPU, AMD Radeon GPU, 16GB RAM, 512GB SSD, Windows 11 Home, Quiet Blue, M1503QA-ES74",ASUS,15.6,4.1,$899.99,16,512.0,13886.8457,Ryzen
"ASUS VivoBook 15 F515 Thin and Light Laptop, 15.6” FHD Display, Intel Core i3-1005G1 Processor, 4GB DDR4 RAM, 128GB PCIe SSD, Fingerprint Reader, Windows 10 Home in S Mode, Slate Grey, F515JA-AH31",ASUS,15.6,4.5,$269.00,4,128.0,4150.67,i3
"ASUS Chromebook C425 Clamshell Laptop, 14"" FHD 4-Way NanoEdge Touch Screen, Intel Core m3-8100Y Processor, 4GB RAM, 128GB eMMC Storage, Backlit KB, Silver, Chrome OS, C425TA-AS348FT",ASUS,14,4.3,$232.95,4,128.0,3594.4184999999998,Other
"ASUS TUF FX505DT Gaming Laptop- 15.6"", 120Hz Full HD, AMD Ryzen 5 R5-3550H Processor, GeForce GTX 1650 Graphics, 8GB DDR4, 256GB PCIe SSD, RGB Keyboard, Windows 10 64-bit - FX505DT-AH51",ASUS,15.6,4.4,$669.00,8,256.0,10322.67,Ryzen
"SAMSUNG 2017 Newest Premium High Performance 11.6 HD Chromebook - Intel Atom x5, 2GB DDR3, 16GB eMMC Hard Drive, 802.11ac, Bluetooth, HDMI, HD Webcam, USB 3.0, Chrome OS",SAMSUNG,11.6,4.1,$175.99,2,16.0,2715.5257,Other
"ASUS Chromebook Detachable CM3, 10.5"" Touchscreen WUXGA 16:10 Display, MediaTek 8183 Processor 64GB Storage, 4GB RAM, Garaged USI Stylus, Chrome OS, Aluminum, Mineral Gray, CM3000DVA-DS44T-S",ASUS,10.5,4.2,$262.59,4,65.0,4051.7636999999995,Other
"SAMSUNG Chromebook, 11.6"" HD Display, Intel Celeron N4020, 4 GB DDR4 RAM, 32 GB eMMC, Intel UHD Graphics 600, Chrome OS, Platinum Titan W/ MD Accessories",SAMSUNG,11,0.0,$139.00,4,32.0,2144.77,Celeron
"Samsung High Performance Chromebook computer, Intel Dual-Core Celeron N3060 up to 2.48GHz, 11.6 inch WLED HD Display, 4GB DDR3, 32GB eMMC, 802.11ac, HDMI, Chrome OS",SAMSUNG,11.6,4.3,$278.00,4,32.0,4289.54,Celeron
"Dell XPS 9000 15 9520 15.6"" Notebook - FHD+ - 1920 x 1200 - 32 GB Total RAM - 1 TB SSD - Platinum Silver, Black",Dell,15.6,0.0,"$2,299.00",32,1024.0,35473.57,i7
"2022 HP Stream 14in HD Display, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 Memory, 128GB Storage (64GB eMMC+64GB Card), HDMI, WiFi, Webcam, Bluetooth,1-Year Microsoft 365 Win10 S | TGCD Bundle",HP,14,4.6,$329.99,4,64.0,5091.7457,Celeron
Dell Inspiron 13 5000 5310 Premium Laptop I 13.3 inch Full HD+ (300 Nits) I 11th Gen Intel 4-Core i5-11320H I 16GB DDR4 512GB SSD I Intel Iris Xe Graphics I Thunderbolt HDMI Backlit WiFi6 Win10 Silver,Dell,13.3,5.0,$601.14,16,512.0,9275.590199999999,i5
"Dell Inspiron 15 3000 Business and Student Laptop (2021 Latest Model), 15.6"" HD Display, Intel N4020 Dual-Core Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Bluetooth, Wi-Fi, Black, Windows 10",Dell,15.6,4.0,$548.97,16,1024.0,8470.607100000001,Celeron
"Dell Inspiron 15.6"" Laptop, AMD Ryzen 5 Processor (up to 3.5 GHz), AMD Radeon Vega 8 Graphics, 8GB DDR4 RAM, 256GB PCIe SSD, Full Keyboard, Webcam, HDMI, WiFi, Windows 11 Home, Carbon Black",Dell,15.6,5.0,$539.99,8,256.0,8332.0457,Ryzen
"Dell Inspiron 15.6-inch HD Display Laptop PC, Intel Core i3-7130U 2.7GHz Processor, 8GB DDR4, 128GB SSD, Stereo Speakers, WiFi, Bluetooth, MaxxAudio, HDMI, No DVD, Intel HD Graphics 620, Windows 10",Dell,15.6,4.5,$269.90,8,256.0,4164.557,i3
"ASUS 2020 VivoBook 15 15.6 Inch FHD 1080P Laptop (AMD Ryzen 3 3200U up to 3.5GHz, 8GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 3, Backlit Keyboard, FP Reader, WiFi, Bluetooth, HDMI, Windows 10) (Grey)",ASUS,15.6,4.4,$499.99,8,256.0,7714.8457,Ryzen
"ASUS TUF Gaming A15 Gaming Laptop, 15.6” 144Hz FHD IPS-Type, AMD Ryzen 7 4800H, GeForce GTX 1660 Ti, 16GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, Metal, TUF506IU-ES74",ASUS,15.6,4.5,"$1,049.00",16,512.0,16186.07,Ryzen
"ASUS VivoBook 15.6"" OLED FHD Laptop, Intel Core i7-1165G7 Processor, 16GB RAM 1TB PCIe SSD, Backlit Keyboard, Fingerprint Reader, Bluetooth, Webcam, Windows 10 Home, Black",ASUS,15.6,3.5,$939.00,16,1024.0,14488.77,i7
"ASUS Chromebook CX1, 15.6"" Full HD NanoEdge Display, Intel Celeron N3350 Processor, 64GB eMMC Storage, 8GB RAM, Chrome OS, Transparent Silver, CX1500CNA-AS84F",ASUS,15.6,4.1,$223.99,8,64.0,3456.1657,Celeron
"ASUS 2022 14"" HD Laptop, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC Flash Memory, Intel HD Graphics 500, HD Webcam, Stereo Speakers, Rose Gold, Windows 11S, 32GB USB Card",ASUS,14,4.0,$209.00,4,64.0,3224.87,Celeron
"ASUS VivoBook 17X Laptop, 17.3"" FHD Display, AMD Ryzen 5 5600H CPU, AMD Radeon Graphics, 8GB RAM, 512GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, S1703QA-AS51",ASUS,17.3,4.5,$699.99,8,512.0,10800.8457,Ryzen
"ASUS TUF Dash 15 (2021) Ultra Slim Gaming Laptop, 15.6â€  240Hz FHD, GeForce RTX 3070, Intel Core i7-11375H, 16GB DDR4, 1TB PCIe NVMe SSD, Wi-Fi 6, Windows 10, Moonlight White, TUF516PR-DS77-WH",ASUS,15.6,4.3,"$1,369.47",16,1024.0,21130.9221,i7
"ASUS VivoBook Pro 16X Laptop, 16"" WQUXGA 16:10 Display, Intel Core i7-12650H CPU, NVIDIA GeForce RTX 3050 Ti, 32GB RAM, 1TB SSD, Windows 11 Home, DialPad, Earl Grey, N7600ZE-EB77",ASUS,16,3.5,"$1,499.99",32,1024.0,23144.845699999998,i7
"ASUS VivoBook Flip 14 Thin and Light 2-in-1 Laptop, 14” FHD Touch Display, AMD Ryzen 7 5700U, 8GB RAM, 512GB SSD, Stylus, Windows 10 Home, Fingerprint Reader, Bespoke Black, TM420UA-DS71T",ASUS,14,4.4,$635.99,8,512.0,9813.3257,Ryzen
"Samsung Chromebook 3 XE501C13-K02US, Intel Dual-Core Celeron N3060, 11.6"" HD, 4GB DDR3, 32GB eMMC, Night Charcoal",SAMSUNG,11.6,4.4,$67.98,4,16.0,1048.9314,Celeron
"SAMSUNG Galaxy Book S 13.3"" FHD Touchscreen - 256 GB, Intel i5 - NP767XCM-K01US -Mercury Gray",SAMSUNG,13.3,4.4,$779.99,8,256.0,12035.2457,i5
"Bmax 13.3"" Windows 10 Laptop Computer, 8GB DDR4, 128GB Storage, Celeron CPU up to 2.4GHz, Expandable 1TB SSD, 1920 x 1080, HDMI, USB 3.0, WiFi, Bluetooth",Bmax,13.3,4.1,$199.99,8,128.0,3085.8457000000003,Celeron
"SAMSUNG New 11.6"" Chromebook 3 Intel Atom x5 E8000 4GB Memory 16GB eMMC 802.11ac 500C13",SAMSUNG,11.6,4.6,$72.88,4,16.0,1124.5384,Other
"SAMSUNG Chromebook 3 XE501C13-K01US, Intel Dual-Core Celeron N3060, 11.6"" HD, 2GB DDR3, 16GB eMMC, Night Charcoal",SAMSUNG,11.6,4.4,$69.90,2,16.0,1078.557,Celeron
"2022 Newest Dell Inspiron 15.6"" HD Business Laptop, Intel Celeron N4020 Processor, 16GB RAM, 512GB PCIe SSD, Webcam, WiFi, Bluetooth, Win10 Pro, Black",Dell,15.6,4.2,$502.00,16,512.0,7745.86,Celeron
"Dell Inspiron 16 Plus 7610 Laptop, 16.0"" 3K 16:10 Display, Intel Core i7-11800H, 64GB DDR4 RAM, 2TB SSD, Webcam, Backlit Keyboard, Fingerprint Reader, HDMI, Wi-Fi 6, Windows 11 Home",Dell,16,4.3,"$1,509.00",64,2048.0,23283.87,i7
Dell Inspiron 13 5000 5310 Premium Laptop I 13.3 inch Full HD+ (300 Nits) I 11th Gen Intel 4-Core i5-11320H I 16GB DDR4 512GB SSD I Intel Iris Xe Graphics I Thunderbolt HDMI Backlit WiFi6 Win10 Silver,Dell,13.3,5.0,$601.14,16,512.0,9275.590199999999,i5
"Dell Inspiron 15 3000 Business and Student Laptop (2021 Latest Model), 15.6"" HD Display, Intel N4020 Dual-Core Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Bluetooth, Wi-Fi, Black, Windows 10",Dell,15.6,4.0,$548.97,16,1024.0,8470.607100000001,Celeron
"Dell Inspiron 15.6"" Laptop, AMD Ryzen 5 Processor (up to 3.5 GHz), AMD Radeon Vega 8 Graphics, 8GB DDR4 RAM, 256GB PCIe SSD, Full Keyboard, Webcam, HDMI, WiFi, Windows 11 Home, Carbon Black",Dell,15.6,5.0,$539.99,8,256.0,8332.0457,Ryzen
"ASUS VivoBook 15 F515 Thin and Light Laptop, 15.6” FHD Display, Intel Core i3-1005G1 Processor, Fingerprint Reader, Backlit Keyboard, Windows 10 Home, Slate Grey (20GB RAM | 1TB SSD)",ASUS,15.6,4.6,$499.99,20,1024.0,7714.8457,i3
"ASUS ROG Zephyrus Duo 16 Gaming Laptop, 16” 165Hz ROG Nebula HDR QHD 16:10 Display, NVIDIA GeForce RTX 3080 Ti, AMD Ryzen 9 6900HX, 32GB DDR5, 2TB SSD, Windows 11 Pro, GX650RX-XS97",ASUS,16,4.1,"$3,699.00",32,2.0,57075.57,Ryzen
"ASUS VivoBook 15 Slim Laptop, 15.6 inch FHD Display, Intel Core i5-1240P CPU, Intel Iris Xe Graphics, 8GB RAM, 512GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, F1502ZA-DS52",ASUS,15.6,5.0,$649.94,8,512.0,10028.574200000001,i5
"ASUS Newest Flip 2-in-1 14"" FHD Touchscreen Chromebook Laptop, Intel Core m3-8100Y(up to 3.4 GHz), 8GB RAM, 320GB Space(64GB eMMC+256GB Card), Webcam, WiFi, Chrome OS, Silver+JVQ MP",ASUS,14,4.5,$319.00,8,320.0,4922.17,Other
"ASUS ROG Strix G15 (2021) Gaming Laptop, 15.6â€  144Hz IPS Type FHD Display, NVIDIA GeForce RTX 3050, AMD Ryzen 7 4800H, 8GB DDR4, 512GB PCIe NVMe SSD, RGB Keyboard, Windows 10, G513IC-EB73",ASUS,15.6,4.6,"$1,149.99",8,512.0,17744.345699999998,Ryzen
"DERE Laptop Windows 10 15.6"" Laptop Computer with Full Size Keyboard 12GB DDR4, 512GB SSD, Intel Celeron N5095 CPU, Up to 2.9Ghz 1920x1080 FHD Display 5G WiFi USB 3.0 Type C MBOOK M10 Laptops Black¡­",DERE,15.6,4.0,$399.99,12,512.0,6171.8457,Celeron
"SAMSUNG 11.6"" Chromebook with Intel N3060 up to 2.48GHz, 4GB Memory, 16GB eMMC Flash Memory, Bluetooth 4.0, USB 3.0, HDMI, Webcam, Chrome Operating System, Black",SAMSUNG,11.6,4.4,$49.95,4,32.0,770.7285,Other
ASUS G532LWS-XS96 15.6 inch Intel Core i9-10980HK 2.4GHz/ 16GB DDR4/ 1TB PCIe NVMe SSD/ RTX 2070 Super/ USB3.2/ Windows 10 Pro Notebook (ROG Strix Scar Black),ASUS,15.6,3.0,"$3,499.00",16,512.0,53989.57,i9
"2021 Newest HP 14 inch HD Laptop Computer, Intel Celeron N4000 up to 2.6 GHz, 4GB DDR4, 64GB eMMC Storage, WiFi , Webcam, HDMI, Bluetooth, 1 Year Microsoft 365,Windows 10 S, Rose Pink + Hubxcel Cables",HP,14,4.2,$299.00,4,64.0,4613.57,Celeron
"CHUWI 2022 Newest GemiBook Laptop Computer,Windows 10 Ultra-Thin Laptop,8G RAM 256GB SSD,Intel Celeron J4125 Processor,13 inch Full HD 2K IPS Display,PD Fast-Charge, Backlit Keyboard, Full Metal",CHUWI,13,4.1,$299.00,8,256.0,4613.57,Celeron
"Dell Inspiron 15.6-inch HD Display Laptop PC, Intel Core i3-7130U 2.7GHz Processor, 8GB DDR4, 128GB SSD, Stereo Speakers, WiFi, Bluetooth, MaxxAudio, HDMI, No DVD, Intel HD Graphics 620, Windows 10",Dell,15.6,4.5,$269.90,8,256.0,4164.557,i3
"2021 Dell Inspiron 7000 2-in-1 13.3"" FHD Touchscreen Laptop Computer, Intel Core i5-1135G7, 8GB RAM, 512GB PCIe SSD, Backlit Keyboard, Intel Iris Xe Graphics, HD Webcam, MaxxAudio, Windows 11, Silver",Dell,13.3,4.0,$560.00,8,512.0,8640.8,i5
"Dell Inspiron 3511 Laptop 11th Generation Intel(R) Core(TM) i5-1135G7 8GB, 8Gx1, DDR4 256GB Solid State Drive 15.6-inch FHD (1920 x 1080) Anti-Glare LED Backlight Non-Touch Display",Dell,15,3.5,$446.89,8,256.0,6895.512699999999,i5
"Dell XPS 15 9520 15.6"" Notebook - Full HD Plus - 1920 x 1200 - Intel Core i7 12th Gen i7-12700H Tetradeca-core (14 Core) - 16 GB Total RAM - 512 GB SSD - Platinum Silver, Black",Dell,15.6,0.0,"$1,950.99",16,512.0,30103.7757,i7
"Dell G15 Ryzen Edition Gaming 15 Laptop 15.6"" FHD 120Hz Display AMD 6-Core Ryzen 5 5600H (Beats i7-10750H) 8GB RAM 512GB SSD GeForce RTX 3050 4GB Graphic Backlit Keyboard USB-C Win10",Dell,15.6,4.5,$785.00,8,512.0,12112.55,Other
"Dell Inspiron 15 3000 Series 3511 Laptop, 15.6"" FHD Touchscreen Anti-Glare, 11th Gen Intel Core i5-1135G7 Quad-Core Processor, 16GB RAM, 512GB SSD, HDMI, Webcam, Windows 11, Black (Latest Model)",Dell,15.6,3.9,$553.48,16,512.0,8540.1964,i5
"Dell Latitude 3000 3520 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 8 GB Total RAM - 256 GB SSD - Black",Dell,15.6,3.5,$680.00,8,256.0,10492.4,i5
"ASUS Zenbook S 13 OLED 13.3” 2.8K OLED Touch Display, AMD Ryzen 7 6800U CPU, Radeon Graphics, 16GB RAM, 1TB SSD, Windows 11 Pro, NumberPad, Fingerprint, Ponder Blue, UM5302TA-XB76T",ASUS,13.3,3.8,"$1,699.99",16,1024.0,26230.845699999998,Ryzen
"ASUS ROG Strix Scar 15 Gaming Laptop, 15.6""  300Hz IPS Type FHD Display, NVIDIA GeForce RTX 3080, AMD Ryzen 9 5900HX, 16GB DDR4, 1TB SSD, Opti-Mechanical Per-Key RGB Keyboard, Windows 11, G533QS-DS94",ASUS,15.6,4.3,"$1,905.99",16,1024.0,29409.4257,Ryzen
"2022 Newest ASUS TUF Dash Premium Gaming Laptop: 15.6"" FHD 144Hz IPS Display, Intel Gaming H Core H 8-Core i7-11370H, 32GB RAM, 1TB SSD, 4GB GeForce RTX 3050Ti, Wifi6, Backlit-KYB, DTS, Win10H",ASUS,15.6,4.6,"$1,183.99",32,1024.0,18268.9657,i7
"ASUS ZenBook 13 Ultra-Slim Laptop, 13.3 OLED NanoEdge, Intel Evo Platform i5-1135G7, 8GB LPDDR4X RAM, 256GB SSD, Thunderbolt 4, Wi-Fi 6, Windows 11 Home, AI Noise-Cancellation, Pine Grey, UX325EA-DH51",ASUS,13.3,4.4,$712.80,8,256.0,10998.503999999999,i5
"ASUS ProArt StudioBook 16 OLED Laptop, 16 inch 3840x2400 OLED Display, Intel core i7-12700H, 16GB DDR5 SO-DIMM *2, 1TB PCIe SSD, Nvidia Geforce RTX 3060, Windows 11 Home, H7600ZM-DB76, Star Black",ASUS,16,4.2,"$2,099.00",32,1024.0,32387.57,i7
"ASUS VivoBook S 16X Slim Laptop, 16"" WUXGA (1920 x 1200) 16:10 Display, Intel Core i5-12500H CPU, 8GB RAM, 512GB SSD, Windows 11 Home, Midnight Black, S5602ZA-DB51",ASUS,16,5.0,$685.00,8,512.0,10569.55,i5
"ASUS Chromebook C223 11.6"" HD Chromebook Laptop, Intel Dual-Core Celeron N3350 Processor (up to 2.4GHz), 4GB RAM, 32GB eMMC Storage, Premium Design, Grey, C223NA-DH02",ASUS,11.6,4.2,$98.00,4,32.0,1512.1399999999999,Celeron
"ASUS VivoBook 14"" FHD 1080p Laptop, Intel Core i3-1115G4, 8GB RAM, 512GB PCIe SSD, Fingerprint Reader, Backlit Keyboard, HDMI, WiFi, Webcam, Windows 11 Home, Slate Grey",ASUS,14,4.8,$424.00,8,256.0,6542.32,i3
"2022 ASUS TUF Dash F15 Gaming Laptop, 15.6"" FHD 144Hz IPS Display, 12th Gen Intel Core i7-12650H, GeForce RTX 3060, 32GB DDR5, 1TB SSD, Thunderbolt 4, HDMI, RJ45, WiFi 6, Backlit Keyboard, Win 11",ASUS,15.6,3.4,"$1,339.99",32,1024.0,20676.0457,i7
"HP 2022 Newest Touch-Screen Laptops for College Student & Business, 15.6 inch HD Computer, Intel 11th Core i5-1135G7, 16GB RAM, 1TB SSD, Fast Charge, HDMI, Webcam, Wi-Fi, Windows 11, LIONEYE MP",HP,15.6,4.0,$669.99,16,1000.0,10337.9457,i5
"Samsung Chromebook (Wi-Fi, 11.6-Inch) 2012 Model",SAMSUNG,11.6,4.1,$38.98,2,16.0,601.4613999999999,Other
Best Notebooks New Galaxy Book2 Pro 360 15 inch 2-in-1 AMOLED Touch-Screen Laptop 12th Gen Intel Evo Core i7-1260P Stylus S-Pen Plus Pen Light Win 11 Pro (1TB SSD|16GB RAM|Silver) 15-15.99 inches,Best Notebooks,15,5.0,"$2,399.00",16,1024.0,37016.57,i7
"Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",SAMSUNG,11.6,4.1,$49.99,4,16.0,771.3457,Other
"HP 2022 Newest X360 Chromebook Spin 2-in-1 Convertible Laptop Student Business, 14"" HD Touchscreen, Dual Core Intel Celeron N4120 Processor, 4GB RAM, 64GB eMMC,Camera, Wi-Fi, Chrome OS+MarxsolCables",HP,14,3.3,$289.00,4,64.0,4459.2699999999995,Celeron
SAMSUNG Chromebook 3 11.6-inch HD WLED Intel Celeron 4GB 32GB eMMC Chrome OS Laptop (Charcoal),SAMSUNG,116,4.5,$199.99,4,32.0,3085.8457000000003,Other
"SAMSUNG Chromebook 4 Laptop 11.6"" HD LED (1366 x 768), Intel Celeron Processor N4020 Processor, Intel UHD Graphics 600, 4GB RAM, 160GB Storage(32GB eMMC+MTC 128GB SD Card), Chrome OS, Platinum Titan",SAMSUNG,11.6,3.0,$163.99,4,160.0,2530.3657000000003,Celeron
"Dell 2022 Vostro 7620 Business 16"" FHD+ Laptop Intel 14-Core i7-12700H NVIDIA RTX 3050 4GB GDDR6 16GB DDR5 512GB NVMe SSD WiFi 6E RJ-45 Thunderbolt4 HDMI Webcam Backlit KB Fingerprint Windows 10 Pro",Dell,16,3.9,"$1,259.99",16,512.0,19441.6457,i7
"2021 Newest Dell Business Laptop Latitude 3520, 15.6"" FHD IPS Backlit Display, i7-1165G7, 32GB RAM, 1TB SSD, Webcam, WiFi 6, USB-C, HDMI, Win 10 Pro",Dell,15.6,4.0,"$1,109.99",32,1024.0,17127.1457,i7
"Dell G15 Gaming Laptop, 15.6 inch FHD 120Hz Display, AMD Ryzen 7 5800H 8-Core Processor, NVIDIA GeForce RTX 3050Ti, 32GB RAM, 1TB PCIe SSD, Backlit Keyboard, Wi-Fi 6, Windows 10, Phantom Grey",Dell,15.6,3.4,$999.99,32,1024.0,15429.8457,Ryzen
"ASUS 2022 VivoBook F515 15.6"" FHD Laptop, Intel Core i3 1115G4 Processor, 8GB DDR4, 256GB PCIe SSD, Intel HD Graphics, Bluetooth, Win 11 S, Slate Grey, 32GB SnowBell USB Card",ASUS,15.6,0.0,$329.00,8,256.0,5076.47,i3
"ASUS Chromebook C425 Clamshell Laptop, 14"" FHD 4-Way NanoEdge Touch Screen, Intel Core m3-8100Y Processor, 4GB RAM, 128GB eMMC Storage, Backlit KB, Silver, Chrome OS, C425TA-AS348FT",ASUS,14,4.3,$232.95,4,128.0,3594.4184999999998,Other
"ASUS Newest Vivobook 17.3"" HD+ Business Laptop, Intel Core 10th Gen i5-1035G1 Up to 3.6GHz, 16GB Memory, 512GB SSD+1TB HDD, WiFi5, HDMI, Windows 11 Home in S Mode",ASUS,17.3,5.0,$579.00,16,1024.0,8933.97,i5
ASUS E410 Intel Celeron N4020 4GB 128GB eMMC 14-inch HD LED Win 10 Laptop (Blue),ASUS,14,4.3,$179.99,4,128.0,2777.2457,Other
"ASUS 2022 14"" FHD Chromebook Laptop, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Flash Memory, Intel HD Graphics, HD Webcam, Chrome OS, Silver, 128GB Snowbell USB Card",ASUS,14,4.7,$199.00,8,64.0,3070.57,Other
"ASUS VivoBook S 15 OLED Slim Laptop, 15.6” FHD OLED Display, Intel Evo Platform, Intel Core i7-12700H CPU, 16GB RAM, 512GB SSD, Windows 11 Home, Indie Black, K3502ZA-DS74",ASUS,15.6,5.0,"$1,099.99",16,512.0,16972.845699999998,i7
"ASUS ROG Flow Z13 (2022) Gaming Laptop Tablet, 13.4” 120Hz FHD+ Display, NVIDIA GeForce RTX 3050, Intel Core i7-12700H, 16GB LPDDR5, 512GB PCIe SSD, Free Bundle Detachable RGB Keyboard, GZ301ZC-PS73",ASUS,13.4,4.3,"$1,359.99",16,512.0,20984.6457,i7
"EXCaliberPC 2022 ASUS ROG Zephyrus G14 GA402RJ-G14.R96700 (AMD Ryzen 9 6900HS, 16GB RAM, 1TB NVMe SSD, AMD Radeon RX 6700S, 14"" WQXGA 120Hz, Windows 11) Gaming Notebook - Moonlight White",EXCaliberPC,14,4.0,"$1,649.99",16,1024.0,25459.345699999998,Ryzen
